"Ward","Code","Total","Male","Female","wards","Age","Aged 18-24"
"Rushden Pemberton","E36004592",20,10,10
"Rushden Sartoris","E36004593",10,5,5
"Rushden Spencer","E36004594",20,15,5
"Stanwick","E36004595",0,0,0
"Thrapston Lakes","E36004596",10,0,5
"Thrapston Market","E36004597",10,5,5
"Woodford","E36004598",5,5,0
"All Saints","E36004599",35,25,10
"Avondale Grange","E36004600",40,30,10
"Barton","E36004601",10,5,5
"Brambleside","E36004602",10,5,5
"Burton Latimer","E36004603",15,10,10
"Desborough Loatland","E36004604",15,10,5
"Desborough St Giles","E36004605",15,5,5
"Ise Lodge","E36004606",10,5,5
"Northfield","E36004607",15,10,5
"Pipers Hill","E36004608",30,15,10
"Queen Eleanor and Buccleuch","E36004609",0,0,0
"Rothwell","E36004610",20,15,10
"Slade","E36004611",10,10,5
"St Michael's and Wicksteed","E36004612",40,25,15
"St Peter's","E36004613",10,5,5
"Welland","E36004614",0,0,0
"William Knibb","E36004615",45,25,20
"Abington","E36004616",40,20,15
"Billing","E36004617",20,10,10
"Boothville","E36004618",5,5,0
"Brookside","E36004619",30,20,10
"Castle","E36004620",90,50,40
"Delapre and Briar Hill","E36004621",40,25,20
"East Hunsbury","E36004622",10,5,5
"Eastfield","E36004623",30,15,10
"Headlands","E36004624",20,10,10
"Kings Heath","E36004625",30,20,10
"Kingsley","E36004626",15,15,5
"Kingsthorpe","E36004627",0,0,0
"Nene Valley","E36004628",15,5,10
"New Duston","E36004629",15,10,5
"Obelisk","E36004630",5,0,0
"Old Duston","E36004631",10,5,5
"Park","E36004632",5,5,0
"Parklands","E36004633",10,5,5
"Phippsville","E36004634",10,5,5
"Rectory Farm","E36004635",30,15,15
"Riverside","E36004636",20,5,15
"Rushmills","E36004637",5,0,5
"Semilong","E36004638",30,20,10
"Spencer","E36004639",15,5,5
"Spring Park","E36004640",5,0,0
"St David's","E36004641",30,15,15
"St James","E36004642",30,20,15
"Sunnyside","E36004643",15,10,5
"Talavera","E36004644",55,30,25
"Trinity","E36004645",15,10,5
"Upton","E36004646",15,5,10
"West Hunsbury","E36004647",5,5,0
"Westone","E36004648",5,5,0
"Astwell","E36004649",5,0,0
"Blakesley and Cote","E36004650",0,0,0
"Blisworth and Roade","E36004651",5,0,0
"Brackley East","E36004652",0,0,0
"Brackley South","E36004653",5,0,0
"Brackley West","E36004654",5,0,0
"Brafield and Yardley","E36004655",5,0,5
"Cosgrove and Grafton","E36004656",5,0,0
"Danvers and Wardoun","E36004657",0,0,0
"Deanshanger","E36004658",0,0,0
"Grange Park","E36004659",5,0,5
"Hackleton","E36004660",5,0,0
"Harpole and Grange","E36004661",0,0,0
"Heyfords and Bugbrooke","E36004662",5,5,0
"Kings Sutton","E36004663",5,0,0
"Kingthorn","E36004664",5,5,0
"Little Brook","E36004665",0,0,0
"Middleton Cheney","E36004666",5,0,5
"Old Stratford","E36004667",0,0,0
"Salcey","E36004668",0,0,0
"Silverstone","E36004669",0,0,0
"Steane","E36004670",0,0,0
"Tove","E36004671",0,0,0
"Towcester Brook","E36004672",10,5,5
"Towcester Mill","E36004673",5,5,5
"Washington","E36004674",0,0,0
"Whittlewood","E36004675",0,0,0
"Brickhill","E36004676",20,20,5
"Castle","E36004677",30,15,15
"Croyland","E36004678",25,15,10
"Earls Barton","E36004679",10,5,5
"Finedon","E36004680",15,10,5
"Great Doddington and Wilby","E36004681",0,0,0
"Hemmingwell","E36004682",35,15,15
"Irchester","E36004683",10,10,0
"North","E36004684",5,5,0
"Queensway","E36004685",35,20,15
"Redwell East","E36004686",5,5,0
"Redwell West","E36004687",5,5,0
"South","E36004688",0,0,0
"Swanspool","E36004689",30,20,10
"West","E36004690",0,0,0
"Wollaston","E36004691",0,0,0
"Hucknall Central","E36004865",30,15,15
"Hucknall East","E36004866",35,25,10
"Hucknall North","E36004867",20,15,10
"Hucknall West","E36004868",40,30,10
"Jacksdale","E36004869",15,10,5
"Kirkby in Ashfield Central","E36004870",20,10,10
"Kirkby in Ashfield East","E36004871",30,20,10
"Kirkby in Ashfield West","E36004872",30,20,10
"Selston","E36004873",30,15,10
"Sutton in Ashfield Central","E36004874",45,35,10
"Sutton in Ashfield East","E36004875",80,45,35
"Sutton in Ashfield North","E36004876",35,25,10
"Sutton in Ashfield West","E36004877",35,20,15
"Underwood","E36004878",5,0,0
"Woodhouse","E36004879",15,10,5
"Beckingham","E36004880",5,5,0
"Blyth","E36004881",0,0,0
"Carlton","E36004882",15,10,5
"Clayworth","E36004883",0,0,0
"East Markham","E36004884",5,5,0
"East Retford East","E36004885",35,20,15
"East Retford North","E36004886",20,15,10
"East Retford South","E36004887",20,10,10
"East Retford West","E36004888",30,15,15
"Everton","E36004889",5,0,5
"Harworth","E36004890",45,25,20
"Langold","E36004891",15,10,5
"Misterton","E36004892",5,5,0
"Rampton","E36004893",5,5,0
"Ranskill","E36004894",5,0,0
"Sturton","E36004895",5,0,0
"Sutton","E36004896",0,0,0
"Tuxford and Trent","E36004897",10,10,5
"Welbeck","E36004898",5,5,0
"Worksop East","E36004899",25,15,10
"Worksop North","E36004900",25,15,10
"Worksop North East","E36004901",20,10,10
"Worksop North West","E36004902",45,30,15
"Worksop South","E36004903",30,20,10
"Worksop South East","E36004904",60,30,30
"Attenborough","E36004905",0,0,0
"Awsworth","E36004906",5,5,5
"Beeston Central","E36004907",25,20,5
"Beeston North","E36004908",25,15,10
"Beeston Rylands","E36004909",15,10,5
"Beeston West","E36004910",5,5,0
"Bramcote","E36004911",5,0,5
"Brinsley","E36004912",5,5,0
"Chilwell East","E36004913",5,5,0
"Chilwell West","E36004914",25,20,10
"Cossall and Kimberley","E36004915",20,15,5
"Eastwood North and Greasley (Beauvale)","E36004916",5,0,0
"Eastwood South","E36004917",45,25,20
"Greasley (Giltbrook and Newthorpe)","E36004918",10,5,0
"Nuthall East and Strelley","E36004919",15,10,5
"Nuthall West and Greasley (Watnall)","E36004920",10,5,5
"Stapleford North","E36004921",20,10,10
"Stapleford South East","E36004922",15,10,5
"Stapleford South West","E36004923",30,20,10
"Toton and Chilwell Meadows","E36004924",5,5,0
"Trowell","E36004925",5,0,5
"Bestwood Village","E36004926",5,5,0
"Bonington","E36004927",25,15,10
"Burton Joyce and Stoke Bardolph","E36004928",0,0,0
"Calverton","E36004929",15,10,5
"Carlton","E36004930",30,20,5
"Carlton Hill","E36004931",20,15,10
"Daybrook","E36004932",25,15,10
"Gedling","E36004933",15,10,5
"Killisick","E36004934",30,20,10
"Kingswell","E36004935",15,5,10
"Lambley","E36004936",5,0,0
"Mapperley Plains","E36004937",15,10,5
"Netherfield and Colwick","E36004938",30,20,10
"Newstead","E36004939",10,5,5
"Phoenix","E36004940",15,15,0
"Porchester","E36004941",15,10,5
"Ravenshead","E36004942",5,0,0
"St James","E36004943",10,10,0
"St Marys","E36004944",25,20,5
"Valley","E36004945",20,10,10
"Woodborough","E36004946",0,0,0
"Woodthorpe","E36004947",15,10,5
"Abbott","E36004948",0,0,0
"Berry Hill","E36004949",0,0,0
"Brick Kiln","E36004950",10,10,0
"Broomhill","E36004951",25,10,15
"Bull Farm and Pleasley Hill","E36004952",15,10,5
"Carr Bank","E36004953",25,15,10
"Eakring","E36004954",10,5,5
"Grange Farm","E36004955",0,0,0
"Holly","E36004956",5,5,0
"Hornby","E36004957",5,0,0
"Kings Walk","E36004958",5,0,0
"Kingsway","E36004959",5,5,5
"Ladybrook","E36004960",20,15,10
"Lindhurst","E36004961",5,0,0
"Ling Forest","E36004962",5,0,0
"Manor","E36004963",5,5,0
"Market Warsop","E36004964",5,5,0
"Maun Valley","E36004965",10,5,0
"Meden","E36004966",10,5,5
"Netherfield","E36004967",10,5,5
"Newgate","E36004968",15,10,5
"Newlands","E36004969",10,10,0
"Oak Tree","E36004970",25,15,10
"Oakham","E36004971",5,0,5
"Park Hall","E36004972",5,5,5
"Peafields","E36004973",15,10,5
"Penniment","E36004974",10,5,5
"Portland","E36004975",35,20,15
"Racecourse","E36004976",10,5,5
"Ransom Wood","E36004977",25,15,10
"Sandhurst","E36004978",10,5,5
"Sherwood","E36004979",10,5,5
"Warsop Carrs","E36004980",10,5,5
"Woodhouse","E36004981",20,10,5
"Woodlands","E36004982",10,5,5
"Yeoman Hill","E36004983",10,10,5
"Balderton North","E36004984",10,5,0
"Balderton West","E36004985",20,10,10
"Beacon","E36004986",20,10,10
"Blidworth","E36004987",10,5,5
"Boughton","E36004988",30,15,15
"Bridge","E36004989",35,20,15
"Castle","E36004990",35,15,20
"Caunton","E36004991",5,0,0
"Clipstone","E36004992",10,5,10
"Collingham and Meering","E36004993",10,5,5
"Devon","E36004994",30,15,15
"Edwinstowe","E36004995",10,10,0
"Farndon","E36004996",10,5,5
"Farnsfield and Bilsthorpe","E36004997",10,5,5
"Lowdham","E36004998",0,0,0
"Magnus","E36004999",25,15,10
"Muskham","E36005000",0,0,0
"Ollerton","E36005001",25,20,5
"Rainworth","E36005002",20,15,5
"Southwell East","E36005003",5,5,0
"Southwell North","E36005004",5,0,5
"Southwell West","E36005005",5,0,5
"Sutton-on-Trent","E36005006",5,5,0
"Trent","E36005007",0,0,0
"Winthorpe","E36005008",5,0,5
"Abbey","E36005009",5,0,5
"Bingham East","E36005010",5,5,5
"Bingham West","E36005011",10,5,5
"Compton Acres","E36005012",10,5,5
"Cotgrave","E36005013",25,15,10
"Cranmer","E36005014",0,0,0
"Edwalton Village","E36005015",10,5,5
"Gamston","E36005016",5,5,0
"Gotham","E36005017",0,0,0
"Keyworth North","E36005018",0,0,0
"Keyworth South","E36005019",10,5,5
"Lady Bay","E36005020",15,5,10
"Leake","E36005021",15,10,5
"Lutterell","E36005022",5,5,0
"Manvers","E36005023",5,5,0
"Melton","E36005024",5,5,0
"Musters","E36005025",5,0,0
"Nevile","E36005026",0,0,0
"Oak","E36005027",0,0,0
"Ruddington","E36005028",15,10,5
"Soar Valley","E36005029",5,0,0
"Stanford","E36005030",0,0,0
"Thoroton","E36005031",0,0,0
"Tollerton","E36005032",0,0,0
"Trent","E36005033",10,5,5
"Trent Bridge","E36005034",10,5,5
"Wiverton","E36005035",5,5,0
"Wolds","E36005036",0,0,0
"Aylestone","E36000378",10,5,5
"Backbury","E36000379",5,0,0
"Belmont","E36000380",40,25,15
"Bircher","E36000381",5,0,0
"Bringsty","E36000382",0,0,0
"Bromyard","E36000383",10,5,5
"Burghill, Holmer and Lyde","E36000384",5,5,0
"Castle","E36000385",5,0,0
"Central","E36000386",15,10,10
"Credenhill","E36000387",5,5,0
"Frome","E36000388",0,0,0
"Golden Cross with Weobley","E36000389",5,0,0
"Golden Valley North","E36000390",0,0,0
"Golden Valley South","E36000391",0,0,0
"Hagley","E36000392",10,5,0
"Hampton Court","E36000393",5,0,5
"Hollington","E36000394",0,0,0
"Hope End","E36000395",5,5,0
"Kerne Bridge","E36000396",5,0,0
"Kington Town","E36000397",10,5,5
"Ledbury","E36000398",10,5,5
"Leominster North","E36000399",25,10,15
"Leominster South","E36000400",25,20,10
"Llangarron","E36000401",5,5,0
"Mortimer","E36000402",5,5,0
"Old Gore","E36000403",5,5,0
"Pembridge and Lyonshall with Titley","E36000404",5,0,0
"Penyard","E36000405",0,0,0
"Pontrilas","E36000406",5,0,0
"Ross-on-Wye East","E36000407",15,10,10
"Ross-on-Wye West","E36000408",15,5,5
"St Martins and Hinton","E36000409",50,30,20
"St Nicholas","E36000410",25,15,10
"Stoney Street","E36000411",5,0,0
"Sutton Walls","E36000412",5,5,0
"Three Elms","E36000413",20,10,10
"Tupsley","E36000414",15,10,5
"Upton","E36000415",0,0,0
"Valletts","E36000416",5,0,5
"Wormsley Ridge","E36000417",0,0,0
"Abbey","E36001291",5,5,0
"Albrighton","E36001292",20,10,5
"Alveley and Claverley","E36001293",5,0,0
"Bagley","E36001294",5,5,0
"Battlefield","E36001295",10,5,5
"Bayston Hill, Column and Sutton","E36001296",15,10,5
"Belle Vue","E36001297",10,5,0
"Bishop's Castle","E36001298",5,5,0
"Bowbrook","E36001299",10,5,5
"Bridgnorth East and Astley Abbotts","E36001300",20,15,5
"Bridgnorth West and Tasley","E36001301",20,15,5
"Broseley","E36001302",20,15,5
"Brown Clee","E36001303",5,5,0
"Burnell","E36001304",5,0,5
"Castlefields and Ditherington","E36001305",25,15,10
"Cheswardine","E36001306",5,5,0
"Chirbury and Worthen","E36001307",0,0,0
"Church Stretton and Craven Arms","E36001308",15,10,5
"Clee","E36001309",5,0,0
"Cleobury Mortimer","E36001310",10,5,5
"Clun","E36001311",0,0,0
"Copthorne","E36001312",5,0,0
"Corvedale","E36001313",5,5,0
"Ellesmere Urban","E36001314",10,10,5
"Gobowen, Selattyn and Weston Rhyn","E36001315",15,10,5
"Harlescott","E36001316",25,15,10
"Highley","E36001317",10,5,10
"Hodnet","E36001318",5,0,0
"Llanymynech","E36001319",5,0,5
"Longden","E36001320",10,5,0
"Loton","E36001321",10,5,5
"Ludlow East","E36001322",15,10,5
"Ludlow North","E36001323",5,5,5
"Ludlow South","E36001324",10,5,0
"Market Drayton East","E36001325",30,20,10
"Market Drayton West","E36001326",25,20,5
"Meole","E36001327",15,10,10
"Monkmoor","E36001328",20,15,5
"Much Wenlock","E36001329",10,10,0
"Oswestry East","E36001330",45,30,15
"Oswestry South","E36001331",20,10,5
"Oswestry West","E36001332",15,10,5
"Porthill","E36001333",5,0,0
"Prees","E36001334",10,5,0
"Quarry and Coton Hill","E36001335",15,15,5
"Radbrook","E36001336",5,5,0
"Rea Valley","E36001337",5,0,0
"Ruyton and Baschurch","E36001338",5,5,0
"Severn Valley","E36001339",5,0,0
"Shawbury","E36001340",10,5,5
"Shifnal North","E36001341",10,10,5
"Shifnal South and Cosford","E36001342",5,0,5
"St Martin's","E36001343",5,0,5
"St Oswald","E36001344",5,5,5
"Sundorne","E36001345",15,10,5
"Tern","E36001346",5,5,0
"The Meres","E36001347",10,5,5
"Underdale","E36001348",25,15,10
"Wem","E36001349",35,20,15
"Whitchurch North","E36001350",35,20,15
"Whitchurch South","E36001351",15,10,5
"Whittington","E36001352",10,5,5
"Worfield","E36001353",10,5,5
"Abbey Hulton and Townsend","E36000451",65,35,30
"Baddeley, Milton and Norton","E36000452",55,35,20
"Bentilee and Ubberley","E36000453",75,45,30
"Birches Head and Central Forest Park","E36000454",60,45,15
"Blurton East","E36000455",15,10,5
"Blurton West and Newstead","E36000456",30,20,10
"Boothen and Oak Hill","E36000457",35,20,10
"Bradeley and Chell Heath","E36000458",35,20,15
"Broadway and Longton East","E36000459",10,5,5
"Burslem Central","E36000460",45,20,20
"Burslem Park","E36000461",35,20,15
"Dresden and Florence","E36000462",25,20,5
"Eaton Park","E36000463",15,10,5
"Etruria and Hanley","E36000464",35,20,15
"Fenton East","E36000465",45,30,15
"Fenton West and Mount Pleasant","E36000466",30,20,10
"Ford Green and Smallthorne","E36000467",40,20,15
"Goldenhill and Sandyford","E36000468",25,10,15
"Great Chell and Packmoor","E36000469",45,30,15
"Hanford and Trentham","E36000470",10,5,5
"Hanley Park and Shelton","E36000471",35,20,15
"Hartshill and Basford","E36000472",30,15,15
"Hollybush and Longton West","E36000473",30,20,10
"Joiner's Square","E36000474",100,55,40
"Lightwood North and Normacot","E36000475",25,15,10
"Little Chell and Stanfield","E36000476",45,30,20
"Meir Hay","E36000477",10,10,0
"Meir North","E36000478",35,20,20
"Meir Park","E36000479",0,0,0
"Meir South","E36000480",40,25,15
"Moorcroft","E36000481",45,30,15
"Penkhull and Stoke","E36000482",25,20,5
"Sandford Hill","E36000483",45,30,15
"Sneyd Green","E36000484",10,10,5
"Springfields and Trent Vale","E36000485",25,20,10
"Tunstall","E36000486",30,15,15
"Weston Coyney","E36000487",15,10,5
"Apley Castle","E36000418",0,0,0
"Arleston","E36000419",10,10,5
"Brookside","E36000420",60,35,30
"Church Aston and Lilleshall","E36000421",5,5,5
"College","E36000422",15,10,5
"Cuckoo Oak","E36000423",45,35,15
"Dawley Magna","E36000424",40,25,15
"Donnington","E36000425",35,20,15
"Dothill","E36000426",5,5,5
"Edgmond","E36000427",0,0,0
"Ercall","E36000428",10,10,0
"Ercall Magna","E36000429",5,5,0
"Hadley and Leegomery","E36000430",50,35,15
"Haygate","E36000431",20,10,5
"Horsehay and Lightmoor","E36000432",15,10,5
"Ironbridge Gorge","E36000433",0,0,0
"Ketley and Oakengates","E36000434",45,20,25
"Lawley and Overdale","E36000435",20,10,5
"Madeley","E36000436",15,10,5
"Malinslee","E36000437",55,35,20
"Muxton","E36000438",25,10,10
"Newport East","E36000439",5,0,0
"Newport North","E36000440",5,0,0
"Newport South","E36000441",0,0,0
"Newport West","E36000442",10,5,5
"Park","E36000443",5,5,5
"Priorslee","E36000444",20,10,10
"Shawbirch","E36000445",5,5,0
"St Georges","E36000446",20,10,10
"The Nedge","E36000447",70,45,25
"Woodside","E36000448",75,45,30
"Wrockwardine","E36000449",10,5,5
"Wrockwardine Wood and Trench","E36000450",20,10,5
"Brereton and Ravenhill","E36005311",10,5,5
"Cannock East","E36005312",35,20,15
"Cannock North","E36005313",45,30,15
"Cannock South","E36005314",45,25,15
"Cannock West","E36005315",15,10,5
"Etching Hill and The Heath","E36005316",20,10,5
"Hagley","E36005317",10,10,5
"Hawks Green","E36005318",10,10,0
"Heath Hayes East and Wimblebury","E36005319",15,10,5
"Hednesford Green Heath","E36005320",20,10,10
"Hednesford North","E36005321",30,20,10
"Hednesford South","E36005322",5,5,0
"Norton Canes","E36005323",20,10,5
"Rawnsley","E36005324",15,10,5
"Western Springs","E36005325",25,10,10
"Abbey","E36005326",5,0,0
"Anglesey","E36005327",20,10,10
"Bagots","E36005328",0,0,0
"Branston","E36005329",10,10,0
"Brizlincote","E36005330",5,0,5
"Burton","E36005331",25,15,10
"Churnet","E36005332",0,0,0
"Crown","E36005333",0,0,0
"Eton Park","E36005334",30,15,10
"Heath","E36005335",10,5,5
"Horninglow","E36005336",25,15,10
"Needwood","E36005337",5,5,0
"Rolleston on Dove","E36005338",5,0,0
"Shobnall","E36005339",35,20,15
"Stapenhill","E36005340",35,20,15
"Stretton","E36005341",5,5,0
"Town","E36005342",10,5,5
"Tutbury and Outwoods","E36005343",10,5,5
"Weaver","E36005344",0,0,0
"Winshill","E36005345",30,20,10
"Yoxall","E36005346",0,0,0
"All Saints","E36005347",5,5,5
"Alrewas and Fradley","E36005348",5,0,5
"Armitage with Handsacre","E36005349",10,5,5
"Boley Park","E36005350",5,0,5
"Boney Hay","E36005351",15,10,5
"Bourne Vale","E36005352",0,0,0
"Burntwood Central","E36005353",5,5,0
"Chadsmead","E36005354",15,10,5
"Chase Terrace","E36005355",5,5,0
"Chasetown","E36005356",25,20,5
"Colton and Mavesyn Ridware","E36005357",5,5,0
"Curborough","E36005358",30,20,10
"Fazeley","E36005359",15,15,0
"Hammerwich","E36005360",5,5,0
"Highfield","E36005361",5,0,0
"King's Bromley","E36005362",5,0,0
"Leomansley","E36005363",5,5,5
"Little Aston","E36005364",0,0,0
"Longdon","E36005365",5,0,0
"Mease and Tame","E36005366",5,5,0
"Shenstone","E36005367",5,0,0
"St John's","E36005368",10,5,5
"Stonnall","E36005369",0,0,0
"Stowe","E36005370",10,10,5
"Summerfield","E36005371",10,5,5
"Whittington","E36005372",5,5,0
"Audley and Bignall End","E36005373",15,5,5
"Bradwell","E36005374",20,10,5
"Butt Lane","E36005375",25,15,10
"Chesterton","E36005376",25,15,10
"Clayton","E36005377",10,10,0
"Cross Heath","E36005378",50,30,20
"Halmerend","E36005379",5,5,0
"Holditch","E36005380",20,10,10
"Keele,Silverdale and Parksite","E36005381",15,10,5
"Kidsgrove","E36005382",20,15,5
"Knutton and Silverdale","E36005383",20,5,15
"Loggerheads and Whitmore","E36005384",5,5,5
"Madeley","E36005385",10,5,5
"May Bank","E36005386",10,5,5
"Newchapel","E36005387",5,5,0
"Porthill","E36005388",10,10,5
"Ravenscliffe","E36005389",20,10,10
"Seabridge","E36005390",5,0,5
"Talke","E36005391",10,5,5
"Thistleberry","E36005392",25,15,10
"Town","E36005393",45,30,15
"Westlands","E36005394",10,5,0
"Wolstanton","E36005395",20,15,5
"Bilbrook","E36005396",20,10,10
"Brewood and Coven","E36005397",5,5,0
"Cheslyn Hay North and Saredon","E36005398",10,5,5
"Cheslyn Hay South","E36005399",5,5,5
"Codsall North","E36005400",10,5,5
"Codsall South","E36005401",10,5,5
"Essington","E36005402",15,10,5
"Featherstone and Shareshill","E36005403",30,20,10
"Great Wyrley Landywood","E36005404",10,5,5
"Great Wyrley Town","E36005405",15,15,5
"Himley and Swindon","E36005406",5,0,0
"Huntington and Hatherton","E36005407",15,5,10
"Kinver","E36005408",10,5,0
"Pattingham and Patshull","E36005409",5,5,5
"Penkridge North East and Acton Trussell","E36005410",10,5,5
"Penkridge South East","E36005411",5,5,0
"Penkridge West","E36005412",0,0,0
"Perton Dippons","E36005413",5,5,0
"Perton East","E36005414",0,0,0
"Perton Lakeside","E36005415",10,10,0
"Trysull and Seisdon","E36005416",5,0,0
"Wheaton Aston, Bishopswood and Lapley","E36005417",5,0,5
"Wombourne North and Lower Penn","E36005418",15,10,5
"Wombourne South East","E36005419",5,5,0
"Wombourne South West","E36005420",15,5,5
"Barlaston and Oulton","E36005421",5,5,5
"Baswich","E36005422",0,0,0
"Chartley","E36005423",0,0,0
"Church Eaton","E36005424",5,0,5
"Common","E36005425",15,10,5
"Coton","E36005426",15,5,10
"Eccleshall","E36005427",5,0,0
"Forebridge","E36005428",15,10,5
"Fulford","E36005429",15,10,10
"Gnosall and Woodseaves","E36005430",10,5,0
"Haywood and Hixon","E36005431",5,5,5
"Highfields and Western Downs","E36005432",30,20,15
"Holmcroft","E36005433",20,10,5
"Littleworth","E36005434",15,10,5
"Manor","E36005435",25,15,10
"Milford","E36005436",5,5,0
"Milwich","E36005437",0,0,0
"Penkside","E36005438",15,5,10
"Rowley","E36005439",0,0,0
"Seighford","E36005440",0,0,0
"St. Michael's","E36005441",5,5,0
"Stonefield and Christchurch","E36005442",0,0,0
"Swynnerton","E36005443",5,0,5
"Tillington","E36005444",15,10,5
"Walton","E36005445",10,5,5
"Weeping Cross","E36005446",10,5,5
"Alton","E36005447",5,5,0
"Bagnall and Stanley","E36005448",0,0,0
"Biddulph East","E36005449",30,20,10
"Biddulph Moor","E36005450",0,0,0
"Biddulph North","E36005451",5,0,5
"Biddulph South","E36005452",0,0,0
"Biddulph West","E36005453",10,5,5
"Brown Edge and Endon","E36005454",5,5,0
"Caverswall","E36005455",5,0,0
"Cellarhead","E36005456",5,5,0
"Cheadle North East","E36005457",10,5,5
"Cheadle South East","E36005458",0,0,0
"Cheadle West","E36005459",10,5,5
"Checkley","E36005460",5,0,5
"Cheddleton","E36005461",5,5,0
"Churnet","E36005462",0,0,0
"Dane","E36005463",5,5,0
"Forsbrook","E36005464",15,5,5
"Hamps Valley","E36005465",0,0,0
"Horton","E36005466",0,0,0
"Ipstones","E36005467",0,0,0
"Leek East","E36005468",15,10,5
"Leek North","E36005469",15,10,5
"Leek South","E36005470",15,5,5
"Leek West","E36005471",5,5,0
"Manifold","E36005472",0,0,0
"Werrington","E36005473",5,0,5
"Amington","E36005474",45,30,15
"Belgrave","E36005475",35,20,15
"Bolehall","E36005476",25,10,15
"Castle","E36005477",20,10,5
"Glascote","E36005478",30,15,15
"Mercian","E36005479",20,10,10
"Spital","E36005480",20,15,10
"Stonydelph","E36005481",30,15,20
"Trinity","E36005482",5,0,5
"Wilnecote","E36005483",25,15,10
"Arley and Whitacre","E36005865",25,15,15
"Atherstone Central","E36005866",15,5,10
"Atherstone North","E36005867",15,5,5
"Atherstone South and Mancetter","E36005868",10,5,5
"Baddesley and Grendon","E36005869",10,10,5
"Coleshill North","E36005870",5,5,0
"Coleshill South","E36005871",5,5,0
"Curdworth","E36005872",5,0,5
"Dordon","E36005873",15,10,5
"Fillongley","E36005874",0,0,0
"Hartshill","E36005875",5,0,5
"Hurley and Wood End","E36005876",5,5,5
"Kingsbury","E36005877",5,5,0
"Newton Regis and Warton","E36005878",5,0,0
"Polesworth East","E36005879",15,15,5
"Polesworth West","E36005880",5,5,0
"Water Orton","E36005881",5,5,0
"Abbey","E36005882",65,40,25
"Arbury","E36005883",35,25,10
"Attleborough","E36005884",35,10,25
"Bar Pool","E36005885",35,20,15
"Bede","E36005886",30,20,10
"Bulkington","E36005887",5,5,5
"Camp Hill","E36005888",60,35,25
"Exhall","E36005889",30,20,10
"Galley Common","E36005890",25,15,10
"Heath","E36005891",30,15,15
"Kingswood","E36005892",35,25,10
"Poplar","E36005893",20,10,5
"Slough","E36005894",25,15,15
"St Nicolas","E36005895",15,10,5
"Weddington","E36005896",10,5,5
"Wem Brook","E36005897",60,35,20
"Whitestone","E36005898",5,5,0
"Admirals","E36005899",10,5,5
"Avon and Swift","E36005900",5,5,0
"Benn","E36005901",30,20,10
"Bilton","E36005902",5,5,0
"Brownsover North","E36005903",5,5,0
"Brownsover South","E36005904",25,15,10
"Caldecott","E36005905",15,5,5
"Dunchurch and Knightlow","E36005906",10,5,5
"Earl Craven and Wolston","E36005907",5,5,0
"Eastlands","E36005908",15,5,5
"Fosse","E36005909",5,5,0
"Hillmorton","E36005910",15,10,5
"Lawford and King's Newnham","E36005911",10,5,5
"Leam Valley","E36005912",0,0,0
"New Bilton","E36005913",25,15,10
"Newbold","E36005914",25,20,10
"Overslade","E36005915",20,10,10
"Paddox","E36005916",5,5,0
"Ryton-on-Dunsmore","E36005917",5,0,0
"Wolvey","E36005918",0,0,0
"Alcester","E36005919",10,5,5
"Aston Cantlow","E36005920",0,0,0
"Bardon","E36005921",5,0,0
"Bidford and Salford","E36005922",10,5,5
"Brailes","E36005923",0,0,0
"Burton Dassett","E36005924",0,0,0
"Claverdon","E36005925",0,0,0
"Ettington","E36005926",0,0,0
"Fenny Compton","E36005927",0,0,0
"Harbury","E36005928",5,0,0
"Henley","E36005929",5,5,0
"Kineton","E36005930",5,0,0
"Kinwarton","E36005931",0,0,0
"Long Compton","E36005932",0,0,0
"Long Itchington","E36005933",5,5,0
"Quinton","E36005934",5,0,5
"Sambourne","E36005935",0,0,0
"Shipston","E36005936",5,5,0
"Snitterfield","E36005937",0,0,0
"Southam","E36005938",5,5,0
"Stockton and Napton","E36005939",5,0,5
"Stratford Alveston","E36005940",10,5,0
"Stratford Avenue and New Town","E36005941",10,5,5
"Stratford Guild and Hathaway","E36005942",10,5,5
"Stratford Mount Pleasant","E36005943",5,5,0
"Studley","E36005944",15,10,5
"Tanworth","E36005945",5,0,0
"Tredington","E36005946",0,0,0
"Vale of the Red Horse","E36005947",0,0,0
"Welford","E36005948",0,0,0
"Wellesbourne","E36005949",10,5,5
"Abbey","E36005950",5,0,5
"Bishop's Tachbrook","E36005951",5,0,5
"Brunswick","E36005952",40,30,10
"Budbrooke","E36005953",5,5,0
"Clarendon","E36005954",20,10,10
"Crown","E36005955",20,15,5
"Cubbington","E36005956",10,5,5
"Lapworth","E36005957",0,0,0
"Leek Wootton","E36005958",5,5,0
"Manor","E36005959",15,10,5
"Milverton","E36005960",10,5,5
"Park Hill","E36005961",5,5,0
"Radford Semele","E36005962",0,0,0
"St John's","E36005963",5,5,0
"Stoneleigh","E36005964",5,5,0
"Warwick North","E36005965",10,5,5
"Warwick South","E36005966",15,10,5
"Warwick West","E36005967",10,5,5
"Whitnash","E36005968",15,10,5
"Willes","E36005969",15,5,5
"Acocks Green","E36006764",230,155,75
"Aston","E36006765",500,310,185
"Bartley Green","E36006766",250,150,100
"Billesley","E36006767",180,110,75
"Bordesley Green","E36006768",305,175,125
"Bournville","E36006769",160,90,70
"Brandwood","E36006770",195,115,80
"Edgbaston","E36006771",130,90,40
"Erdington","E36006772",175,110,65
